pp@cat_encoder,pp@decomposition,pp@featureselector,pp@scaler,pp@feature_map_size,pp@featuregen,pp@kernel_mapper_kernel,pp@projection_features,pp@selectp_percentile,pp@std_with_std,pp@kernel_mapper_coef0,pp@kernel_mapper_degree,pp@kernel_mapper_gamma,pp@poly_degree,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,reg_alpha,reg_lambda,subsample
none,kernel_pca,none,std,,none,sigmoid,0.4118622339231,,True,10.4748548277672,4.0,9.1581683490709,,0.543855542733,44.7342506228525,0.0015098248254,5,0.0015115056571,3.3182706e-06,0.1326571966454,0.592659119192
none,none,none,minmax,,poly,,,,,,,,2,0.6801554771084,0.5222817023913,3.1951092e-06,32,7.74904136e-05,0.0036514940352,0.0824005549948,0.7994594933459
ordinal,lda,none,minmax,,poly,,0.1331736468395,,,,,,2,0.3858745362154,14.1168094187857,1.37933626e-05,10,0.0021966008569,3.5292811e-06,1.9915558113279,0.6672720755391
none,pca,none,none,,none,,,,,,,,,0.344618782149,0.0002829596848,0.0046339676886,12,0.0020858098689,0.0116691898608,7.6750438e-05,0.9534274149497
none,kernel_pca,none,none,,none,sigmoid,0.9976483448367,,,50.7658038046798,4.0,4.4869197e-06,,0.4558687982769,0.1090148080944,1.5433184e-06,17,0.6843227166383,0.0115381134993,0.0008637296348,0.811546089182
onehot,fastica,none,none,,poly,,0.6959887771741,,,,,,2,0.7676335022651,0.4177972746297,0.0012173875267,6,4.9916851603482,0.280581884989,1.7441963550927,0.5355375604992
onehot,ka_rbf,selectp,std,740,none,,,54,True,,,1.9890185e-06,,0.6366422310418,0.0014648554079,0.0021060282935,6,10.8489794224551,1.1032693e-06,0.0001789968958,0.5288296474209
onehot,lda,none,minmax,,poly,,0.1197292760462,,,,,,2,0.3298654543826,0.017572295055,0.0013881536192,6,0.0039851838537,1.4954063e-06,0.00028298095,0.7642759014937
ordinal,ka_nystroem,selectp,none,727,none,poly,,79,,98.6359028686406,4.0,4.1708197e-06,,0.584706621554,0.002743465421,0.1603934458123,5,0.0003236100423,0.0019791566033,0.1844212240215,0.6983861759131
none,none,none,none,,poly,,,,,,,,2,0.5443021291108,0.3793319521001,3.6885184e-06,14,0.1285121546322,0.330165267244,0.0674463649041,0.5351171020705
none,agglomerator,selectp,none,,none,,0.9239515960398,55,,,,,,0.76468820889,0.0008972417791,0.7798237463916,7,0.6329699155132,0.000729942932,5.5387803e-06,0.5964971173298
none,ka_nystroem,selectp,std,459,none,cosine,,80,True,,,,,0.5254110576276,2.5310165180643,0.0013305682049,12,7.1383639e-06,0.1041470449179,0.0187546498972,0.7734762816715
ordinal,none,none,std,,none,,,,False,,,,,0.3052407184029,0.5869629025024,3.63978482e-05,2,0.0078966795952,1.0981035e-06,8.7475272e-06,0.6905301763185
ordinal,kernel_pca,none,std,,none,cosine,0.5437531506269,,True,,,,,0.4684007731341,0.0375246506907,0.0041002263393,23,0.1577711903343,0.9473381152158,0.123232558844,0.6777448672184
onehot,ka_nystroem,none,std,876,none,rbf,,,False,,,0.0040805663496,,0.4976760527678,0.0002465379304,0.0050277083103,2,0.001265221168,0.0928624657245,0.0416700277324,0.5824107056001
onehot,lda,selectp,none,,none,,0.333968304424,33,,,,,,0.6843550272608,1.5068513e-06,8.47716227e-05,23,0.0256543106207,0.0004983404192,0.0043076916941,0.8559768717037
ordinal,fastica,selectp,std,,poly,,0.1892691244698,13,True,,,,2,0.4233455638191,0.0132997079739,0.024401146682,7,1.68348856e-05,0.1803880266012,1.3954084556852,0.8367061175508
ordinal,agglomerator,selectp,minmax,,none,,0.6107488512244,13,,,,,,0.6583236121902,1.2241366977101,0.8967969624603,2,0.0027429761884,4.01618654e-05,0.0001029415208,0.5824363573032
none,ka_rbf,none,std,395,none,,,,False,,,45.0435430969886,,0.8786734593595,4.3168329568613,0.0014196164463,19,6.39156033e-05,0.0312603120085,0.0003084146832,0.5303497913331
ordinal,ka_nystroem,selectp,minmax,768,none,cosine,,52,,,,,,0.948732795338,0.0014403115838,0.029282635245,4,0.0002993056702,7.576869e-06,0.026696984118,0.7751968720371
onehot,ka_nystroem,selectp,minmax,553,none,poly,,100,,43.3877656165603,3.0,0.0002005513201,,0.7007316703952,0.0162406613759,0.0076266769589,21,7.9403509260216,0.0002262599427,0.041595954784,0.7232729167481
onehot,kernel_pca,selectp,minmax,,none,sigmoid,0.7096672287556,81,,65.3738267894081,2.0,16747.33455469993,,0.3888994155349,0.0020736555617,0.0005418049186,22,6.56369002e-05,0.6154473783685,0.1082664873558,0.7744736299401
none,ka_rbf,none,minmax,181,none,,,,,,,244949.3806143863,,0.8520069498003,5.62979479e-05,0.0006149448887,2,0.0003290416405,0.000154171404,0.0017706301384,0.8069622205326
ordinal,kernel_pca,selectp,none,,none,cosine,0.5233855573482,15,,,,,,0.8422648503818,0.9026183962536,6.17537152e-05,15,0.4063211915562,2.0035742e-06,0.0041311268882,0.5058236799095
ordinal,agglomerator,selectp,minmax,,poly,,0.4365013593771,2,,,,,2,0.5685420969874,0.0004095744376,0.0005062716199,6,0.0094175930925,0.0100834037593,0.4795348940752,0.9508008776151
onehot,kernel_pca,none,none,,none,sigmoid,0.4755022938913,,,36.1465439420781,3.0,0.0006030169567,,0.8846375985374,0.4515805872606,8.9674947e-06,13,0.0403332818495,0.1456510462483,0.000347654158,0.9416329994331
none,ka_rbf,none,none,368,none,,,,,,,109063.9114223277,,1.0,1e-06,0.3,6,1.0,1e-06,1.0,1.0
onehot,kernel_pca,none,minmax,,none,cosine,0.6293933695963,,,,,,,1.0,1e-06,0.3,6,1.0,1e-06,1.0,1.0
